track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,song,text
Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563,165,99,104,0,,119,D,Major,74,78,37,84,0,6,3,Jingle Bell Rock,"Jingle bell, jingle bell, jingle bell rock  
Jingle bells swing and jingle bells ring  
Snowin' and blowin' up bushels of fun  
Now the jingle hop has begun  
Jingle bell, jingle bell, jingle bell rock  
Jingle bells chime in jingle bell time  
Dancin' and prancin' in  
Jingle Bell Square  
In the frosty air  
What a bright time, it's the right time  
To rock the night away  
Jingle bell time is a swell time  
To go gliding in a one-horse sleigh  
Giddy-up jingle horse, pick up your feet  
Jingle around the clock  
Mix and a-mingle in the jingling feet  
That's the jingle bell rock  
What a bright time, it's the right time  
To rock the night away  
Jingle bell time is a swell time  
To go glidin' in a one-horse sleigh  
Giddy-up jingle horse, pick up your feet  
Jingle around the clock  
Mix and a-mingle in the jingling feet  
That's the jingle bell  
That's the jingle bell  
That's the jingle bell rock

"
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,2011,10,14,12353,0,807561936,35,0,549,0,0,93,E,Major,35,38,23,91,0,29,3,It's Beginning To Look A Lot Like Christmas,"It's beginning to look  
A lot like Christmas  
Everywhere you go  
Take a look in the five  
And ten glistening  
Once again  
With candy canes  
And silver lanes aglow  
  
It's beginning to look  
A lot like Christmas  
Toys in every store  
But the prettiest sight  
To see  
Is the holly that will be  
On your own front door  
  
A pair  
Of hop along boots  
And a pistol  
That shoots  
Is the wish  
Of Barney and Ben  
  
Dolls that will talk  
And will go for a walk  
Is the hope  
Of Janice and Jen  
And Mom and Dad  
Can hardly  
Wait for school  
To start again  
  
It's beginning to look  
A lot like Christmas  
Everywhere you go  
There's a tree  
In the Grand Hotel  
One in the park as well  
The sturdy kind  
That doesn't mind the snow  
  
It's beginning to look  
A lot like Christmas  
Soon the bells will start  
And the thing  
That will make them ring  
Is the carol that you sing  
Right within your heart

"
Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063,231,106,439,0,,133,G,Major,46,53,63,5,0,30,18,Santa Tell Me,"[Intro]  
Santa tell me if you're really there  
Don't make me fall in love again  
If he won't be here next year  
Santa Tell Me if he really cares  
Cause I can give it all away if he won't be here next year  
  
[Verse 1]  
Feeling Christmas all around  
And I'm trying to play it cool  
But it's hard to focus when I see him walking 'cross the room  
Let It Snow is blasting now  
But I won't get it in the mood  
I'm avoiding every mistletoe until I know it's true love  
That he thinks of  
So next Christmas I'm not all alone boy  
  
[Chorus]  
Santa tell me if you're really there  
Don't make me fall in love again  
If he won't be here next year  
Santa tell me if he really cares  
Cause I can give it all away if he won't be here next year  
  
[Verse 2]  
I've been down this road before  
Fell in love on Christmas night  
But I knew you say I woke up and you wasn't by my side  
Now I need someone to hold  
Be my fire in the cold  
But it's hard to tell if this is just a fling or if it's true love  
That he thinks of  
So next Christmas I'm not all alone boy  
  
[Chorus]  
Santa tell me if you're really there  
Don't make me fall in love again  
If he won't be here next year  
Santa tell me if he really cares  
Cause I can give it all away if he won't be here next year  
  
[Bridge]  
Oh I wanna have him beside me like ooh  
On the 25th by the fireplace ooh  
But I don't want no broken heart  
This year I've got to be smart  
  
Oh baby  
Santa tell me  
Santa tell me  
Santa tell me  
If he will be here  
  
[Chorus]  
Santa tell me if you're really there  
Don't make me fall in love again  
If he won't be here next year  
Santa tell me if he really cares  
Cause I can give it all away if he won't be here next year  
  
[Outro]  
Santa tell me if you're really there  
Don't make me fall in love again  
If he won't be here next year  
Santa tell me if he really cares  
Cause I can give it all away if he won't be here next year

"
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129,88,1,277,0,0,134,C#,Major,45,72,24,91,0,18,4,Let It Snow! Let It Snow! Let It Snow!,"Oh, the weather outside is frightful  
But the fire is so delightful  
And since we've no place to go  
Let it snow, let it snow, let it snow  
  
It doesn't show signs of stopping  
And I brought some corn for popping  
The lights are turned way down low  
Let it snow, let it snow, let it snow  
  
When we finally kiss goodnight  
How I'll hate to go out in the storm  
But if you really hold me tight  
All the way home I'll be warm  
  
The fire is slowly dying  
And, my dear, we're still goodbying  
But as long as you love me so  
Let it snow, let it snow, let it snow

"
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298,126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6,Let It Snow! Let It Snow! Let It Snow!,"Oh, the weather outside is frightful  
But the fire is so delightful  
And since we've no place to go  
Let it snow, let it snow, let it snow  
  
It doesn't show signs of stopping  
And I brought some corn for popping  
The lights are turned way down low  
Let it snow, let it snow, let it snow  
  
When we finally kiss goodnight  
How I'll hate to go out in the storm  
But if you really hold me tight  
All the way home I'll be warm  
  
The fire is slowly dying  
And, my dear, we're still goodbying  
But as long as you love me so  
Let it snow, let it snow, let it snow

"
Feliz Navidad,Josï¿½ï¿½ Felic,1,1970,11,1,3788,0,520034544,21,3,10,0,0,148,D,Major,50,96,82,47,0,34,4,Feliz Navidad,"Feliz Navidad  
Feliz Navidad  
Feliz Navidad  
Prospero Ano why Felicidad.  
  
Feliz Navidad  
Feliz Navidad  
Feliz Navidad  
Prospero Ano why Felicidad.  
  
I want to wish you a Merry Christmas  
I want to wish you a Merry Christmas  
I want to wish you a Merry Christmas  
From the bottom of my heart.  
  
Feliz Navidad  
Feliz Navidad  
Feliz Navidad  
Prospero Ano why Felicidad.  
  
Feliz Navidad  
Feliz Navidad  
Feliz Navidad  
Prospero Ano why Felicidad.  
  
I want to wish you a Merry Christmas  
I want to wish you a Merry Christmas  
I want to wish you a Merry Christmas  
From the bottom of my heart.

"
Holly Jolly Christmas,Michael Bublï¿,1,2011,10,14,7655,0,476244795,5,0,291,0,0,151,G,Major,65,70,47,87,0,9,4,Holly Jolly Christmas,"Have a holly jolly Christmas  
It's the best time of the year  
Well  
I don't know if there'll be snow  
But have a cup of cheer  
  
[Chorus]  
Have a holly jolly Christmas  
And when you walk down the street  
Say hello to friends you know  
And everyone you meet  
  
Ho ho the mistletoe  
Hung where you can see  
Somebody waits for you  
Kiss her once for me  
  
Have a holly jolly Christmas  
And in case you didn't hear  
Oh, by golly  
Have a holly jolly Christmas  
This year  
  
[Chorus]  
  
Have a holly jolly Christmas  
And in case you didn't hear  
Oh, by golly  
Have a holly jolly Christmas  
This year

"
Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063,195,111,310,0,0,162,F#,Minor,67,88,54,51,0,9,4,Mistletoe,"It's the most beautiful time of the year  
Lights fill the streets, spreadin' so much cheer  
I should be playin' in the winter snow, but I'ma be under the mistletoe  
I don't wanna miss out on the holiday, but I can't stop starin' at your face  
I should be playin' in the winter snow, but I'ma be under the mistletoe  
  
With you, shawty with you  
With you, shawty with you  
With you, under the mistletoe  
  
Everyone's gatherin' around the fire  
Chestnuts roastin' like a hot July  
I should be chillin' with my folks I know, but I'ma be under the mistletoe  
Word on the street Santa's comin' tonight  
Reindeer flyin' through the sky so high  
I should be makin' a list I know, but I'ma be under the mistletoe  
  
With you, shawty with you  
With you, shawty with you  
With you, under the mistletoe  
With you, shawty with you  
With you, shawty with you  
With you, under the mistletoe  
  
Aye love, the Wisemen follow the star, the way I follow my heart  
And it lead me to a miracle, hey love  
Don't ya buy me nothin', 'cause I am feelin' one thing  
Your lips on my lips, that's a merry merry Christmas  
  
It's the most beautiful time of the year  
Lights fill the streets, spreadin' so much cheer  
I should be playin' in the winter snow, but I'ma be under the mistletoe  
I don't wanna miss out on the holiday, but I can't stop starin' at your face  
I should be playin' in the winter snow, but I'ma be under the mistletoe  
  
With you, shawty with you  
With you, shawty with you  
With you, under the mistletoe oh yeah  
With you, shawty with you  
With you, shawty with you  
With you, yeah under the mistletoe  
  
Kiss me underneath the mistletoe, show me baby that you love me so oh oh  
Oh oh oh yeah yeah yeah  
Kiss me underneath the mistletoe, show me baby that you love me so oh oh  
Oh oh oh

"
Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135,114,74,262,0,0,92,D,Major,53,84,77,40,0,32,3,Sleigh Ride,"Just hear those sleigh bells jingling ring ting tingling too  
Come on it's lovely weather for a sleigh ride together with you  
Outside the snow is falling and friends are calling Yoo-hoo  
Come on it's lovely weather for a sleigh ride together with you  
  
Giddy up, giddy up, giddy up, let's go  
Let's look at the show  
We're riding in a wonderland of snow  
  
Giddy up, giddy up, giddy up it's grand  
Just holding your hand  
We're gliding along with a song of a wintery fairyland  
  
Our cheeks are nice and rosy and comfy cozy are we  
We're snuggled up together like two birds of a feather would be  
  
Let's take that road before us and sing a chorus or two  
Come on it's lovely weather for a sleigh ride together with you  
  
There's a Christmas party at the home of Farmer Gray  
It would be the perfect ending of a perfect day  
  
We'll be singing the songs we love to sing  
Without a single stop  
At the fireplace while we watch the chestnuts pop  
  
There's a happy feeling nothin' in the world can buy  
When they pass around the coffee and the pumpkin pie  
  
It will nearly be like a picture print of Currier and Ives  
These wonderful things are the things we'll remember all through our lives  
These wonderful things are the things we'll remember all through our lives  
  
Our cheeks are nice and rosy and comfy cozy are we  
We're snuggled up together like two birds of a feather would be  
  
Let's take that road before us and sing a chorus or two  
Come on it's lovely weather for a sleigh ride together with you

"
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795,130,1,390,0,0,147,D,Major,33,39,61,32,0,77,3,Happy Xmas (War Is Over),"(John Lennon)  
  
So this is Xmas  
And what have you done  
Another year over  
And a new one just begun  
And so this is Xmas  
I hope you have fun  
The near and the dear one  
The old and the young  
  
A very Merry Xmas  
And a happy New Year  
Let's hope it's a good one  
Without any fear  
  
And so this is Xmas (war is over)  
For weak and for strong (if you want it)  
For rich and the poor ones (war is over)  
The world is so wrong (if you want it)  
And so happy Xmas (war is over)  
For black and for white (if you want it)  
For yellow and red ones (war is over)  
Let's stop all the fight (now)  
  
A very Merry Xmas  
And a happy New Year  
Let's hope it's a good one  
Without any fear  
  
And so this is Xmas (war is over)  
And what have we done (if you want it)  
Another year over (war is over)  
A new one just begun (if you want it)  
And so happy Xmas (war is over)  
We hope you have fun (if you want it)  
The near and the dear one (war is over)  
The old and the young (now)  
  
A very Merry Xmas  
And a happy New Year  
Let's hope it's a good one  
Without any fear  
  
War is over, if you want it  
War is over now  
  
Happy Xmas

"
Special,SZA,1,2022,12,9,906,0,88092256,6,21,3,0,0,76,,Major,60,19,20,78,0,11,5,Special,"It isn't what it used to be  
I wake up every night  
On the stairs  
Waiting for the dawn to come  
Every drop of wine  
You can be my time  
Only tomorrow knows  
Why do we beg when we can borrow  
This time we knew  
No more or less  
There's nothing left  
  
It was always special  
It was like water down the drain  
I'm intoxicated  
Every time I hear your name  
I try to remember  
But nothing is the same  
  
It wasn't that I didn't try  
It's not the kind of thing, that you buy  
Written in my destiny  
Life is but a dream  
Covered by the sky  
Stop saying that you're calling time  
Look at your life before you start on mine  
I'm not the kind of person that you need  
I'm sick of trying  
I mean that it's over  
  
It was always special  
It was like water down the drain  
I'm intoxicated  
Every time I hear your name  
I try to remember  
But nothing is the same  
It was always special  
it was like water down the drain  
  
Patiently you wait for me  
You're so blind  
I thought it couldn't be  
Then changed my mind  
Drowning in the endless sea  
Line all those lines  
The traces of your memory  
Don't belong with mine

"
SOS,SZA,1,2022,12,9,827,0,73981293,6,18,1,0,0,119,G,Minor,51,51,66,67,0,9,23,SOS,"And when I see the sign that points one way  
The lot we used to pass by every day  
  
Just walk away Renee  
You won't see me follow you back home  
The empty sidewalks on my block are not the same  
You're not to blame  
  
From deep inside the tears I forced to cry  
From deep inside the pain I chose to hide  
  
Just walk away Renee  
You won't see me follow you back home  
Now as the rain beats down upon my weary eyes  
For me it cries  
  
Just walk away Renee  
You won't see me follow you back home  
Now as the rain beats down upon my weary eyes  
For me it cries  
  
Your name and mine inside a heart upon a wall  
Still find a way to haunt me  
Though they're so small  
  
Just walk away Renee  
You won't see me follow you back home  
The empty sidewalks on my block are not the same  
You're not to blame

"
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396,73,79,123,0,0,96,A,Major,23,19,25,91,0,40,3,White Christmas,"The sun is shining, the grass is green,  
The orange and palm trees sway.  
There's never been such a day  
In Beverly Hills, L.A.  
  
But it's December the twenty fourth,  
And I am longing to be up north.  
  
I'm dreaming of a white Christmas,  
Just like the ones I used to know.  
Where the treetops glisten and children listen  
To hear sleigh bells in the snow.  
  
I'm dreaming of a white Christmas,  
With every Christmas card I write.  
May your days be merry and bright,  
And may all your Christmases be white.  
  
May your days be merry and bright,  
And may all your Christmases,  
All your Christmases,  
All your Christmases be white.

"
Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149,121,58,212,0,0,126,D#,Major,34,35,76,39,0,8,5,Christmas (Baby Please Come Home),"Its Christmas, baby please come home,  
Its Christmas, baby please come home,  
  
Christmas,  
The snow's coming down,  
I'm watching it fall,  
Lots of people around,  
Baby please come home.  
  
Christmas,  
The church bells in town  
Are ringing of snow,  
What a happy sound,  
Baby please come home.  
  
(chorus)  
They're singing deck the hall,  
But its not like christmas at all,  
Coz I remember when you were here  
And all the fun we had last year  
  
Christmas,  
Pretty lights on the trees  
I'm Watching them shine,  
You should be here with me,  
Baby please come home,  
Baby please come home,  
Baby please come home,  
Baby please come home.  
  
(repeat chorus)  
If there was a way,  
I'd hold back each tear,  
But its Christmas day,  
Baby please come home.  
  
(repeat chorus)  
If there was a way,  
I'd hold back each tear,  
But its Christmas day,  
Baby please come home.  
  
(repeat chorus)  
If there was a way,  
I'd hold back each tear,  
But its Christmas day,  
Baby please come home.  
  
OH baby please come home  
Baby please  
Baby please  
Baby please come home  
  
Pretty lights on the trees  
I'm watching them shine,  
You should be here with me  
Baby please come home,  
Baby please come home,  
Baby please come home,  
Baby please come home,  
Baby please come home.  
  
Christmas.

"
Notice Me,SZA,1,2022,12,9,819,0,62019074,14,22,0,0,0,160,F,Major,72,78,68,28,0,11,12,Notice Me,"We both wake up, staring at the sky  
Don't remember how we got here but we don't wonder why  
Right now we living life like there's no way we can die  
But we bout to do our thing they couldn't stop us if they try  
Keep the weapon for the haters if they try to blow our high  
How the fuck would they stop us if we by each other's side  
We were meant to be together we get inside  
How the hell would they kill us when we're feeling so alive  
  
Ooh girl I know you want a G  
It's kinda hard not to notice me  
Cause I'm right here where you wanna be  
I can take you where you wanna go, oh, oh, oh, oh, oh, oh, oh, oh.  
  
Baby I can give what you want and everything you need  
Put us both in a position where we can both succeed  
And if it takes a sacrifice I promise I will bleed  
All the blessings that I get I promise you'll receive  
Fuck them other niggas all they do is deceive  
Let me take away your pain, my job is to relieve  
  
Ooh girl I know you want a G  
It's kinda hard not to notice me  
Cause I'm right here where you wanna be  
I can take you where you wanna go, oh, oh, oh, oh, oh, oh, oh, oh

"
Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135723538,72,90,141,0,0,114,,Major,59,60,94,24,0,10,4,Merry Christmas,"Merry Christmas,  
Have a very, very merry Christmas.  
Dream about your hearts desire,  
Christmas Eve when you retire,  
Santa Claus will stop and I know he'll drop  
Exactly what you wanted from your chimney top.  
So be jolly,  
Have a holiday as gay as holly.  
May the ones you love be near you  
With the laugh of friends to cheer you.  
When the church bells ring,  
Like the angels sing,  
And you hear the joyful hymn they chime,  
Hang a wish from me on your Christmas tree  
[Repeat]  
For a very merry Christmas time.

"
Too Late,SZA,1,2022,12,8,714,0,49262961,0,9,2,0,0,128,B,Major,45,35,68,78,0,39,8,Too Late,"When you were standing in the rain I gave you shelter  
When I was knocking on your door you gave me none  
Well I don't make that kind of deal with anybody  
And I won't be that kind of fool for anyone  
  
How do you feel when the tables have been turned?  
What will you do now the bridges have been burned?  
  
Cause it's  
Too late now the magic's lost  
Too late now the spell is broken  
Too late now to count the cost  
Of words that should remain unspoken  
  
When I need you by my side you stand above me  
And when I look into your eyes you turn away  
Well if that's the best there is then I won't buy it  
Well if that's the only game then I won't play  
  
How many danger signs did you ignore?  
How many times have you heard it all before?  
  
Cause it's  
Too late now the magic's lost  
Too late now the spell is broken  
Too late now to count the cost  
Of words that should remain unspoken

"
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082,38,64,37,3,36,97,A,Major,83,47,80,2,0,24,9,Party,"Now that the party's over  
Now that the noise is through  
Now that the room is empty  
There's only me and you  
  
I think that I might just fall in love with you, with you  
There were so many people trying to talk to you  
Telling you how they need you  
Trying to get to you  
I think that I might just fall in love with you with you  
  
Party to my head (???)  
Party (???)  
  
Didn't seem to matter early on  
But now that the people have gone  
I think that I might just fall in love with you, with you  
  
Now that you know how I feel  
Everything's up to you  
Now that the party's over  
Tell me hat I should do  
I think that I might just fall in love with you, with you...

"
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833,81,77,133,0,,122,G,Major,70,91,79,3,0,7,10,Sacrifice,"I gave, I gave, you indulged yourself and robbed from my good will  
If not you who can I trust? Who can I trust to be fulfilled?  
Sacrifice  
I've done more than my share  
I kept you from drowning when I couldn't swim  
Now I'm sinking and you're not there  
  
You're not there  
You're not there  
You're not there  
  
So now I choke on every word that I said to your pretty face  
Like when I said that no one better, no one better could take your place  
Betrayal, lies lies thick in the air  
And should the bottom fall out on your life you'll turn around and I'm not
there  
  
I'm not there  
I'm not there  
I'm not there  
  
Don't waste your time insulting me, I'd do anything  
You take and you take then you just give it away  
So how can I give any more?  
There will be no more, there will be no more sacrifice

"
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579,11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5,Gasoline,"You're so bright  
Like a dream  
You burn up  
Everything  
We might make a scene  
Ignite gasoline  
  
When the music goes up  
And the sun goes down  
Lightning strikes  
And I'm on the ground  
Only one that I want around  
Is you,  
Yeah  
  
Spark and it's like gasoline  
I start purring like a machine  
My heart only runs on supreme  
So hot, give me your gasoline  
Yeah  
  
You set me on fire  
You set me on fire  
You set me on fire  
Yeah  
  
You set me on fire  
You set me on fire  
You set me on fire  
Yeah  
  
Heat wave  
On the floor  
Escape, exit door  
Your touch, burning me  
Is too much, gasoline  
  
When the music goes up  
And the sun goes down  
Lightning strikes  
And I'm on the ground  
Only one that I want around  
Is you  
Yeah  
  
Spark and it's like gasoline  
I start purring like a machine  
My heart only runs on supreme  
So hot, give me your gasoline  
Yeah  
  
You set me on fire  
You set me on fire  
You set me on fire  
Yeah  
  
You set me on fire  
You set me on fire  
You set me on fire  
Yeah  
  
Damn boy, what you do to me?  
Yeah  
You set me on fire  
Yeah  
Oh oh oh oh oh oh  
  
Spark and it's like gasoline  
I start purring like a machine  
My heart only runs on supreme  
So hot, give me your gasoline  
Yeah  
  
You set me on fire  
You set me on fire  
You set me on fire  
Yeah  
  
You set me on fire  
You set me on fire  
You set me on fire  
Yeah

"
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4,Infinity,"Standin' on a trap door, there's a hole in the ground.  
Underneath the door there's a hole and it goes to infinity.  
Standin' on a dark street, there's a light in the sky.  
Followin' the light through the night as it goes to infinity.  
How can I avoid infinity? How have I annoyed infinity?  
I'm movin' slow in infinity. I even glow in infinity.  
  
[Chorus:]  
It's hard being' small, (hard bein' small)  
Shrinkin' into space, (shrinkin' into space)  
The world is just a ball, (world is just a ball)  
It was my favorite place (it was my favorites place)  
  
Lookin' for the blue skies, watchin' for the sunrise.  
One thing you can bet, you won't see it set in infinity.  
Gonna take a light beam, on the wings of the Jet Stream.  
Gonna take my place in the infinite space of infinity.  
How can I be friends with infinity? Can I make ammends with infinity?  
How can I complain to infinity? What'll I explain to infinity?  
  
(Chorus)  
  
Give me just a time shield before the world has it's fate sealed.  
Protect me for a while before they turn my dial to infinity.  
I hope I can contribute, oh, but I don't want a tribute.  
Hypocrites will come and say somethin' really dumb in infinity.  
I can't hear you sing in infinity. I can't change a thing in infinity.  
The absence of light in infinity gives me a fright in infinity.  
  
(Chorus)

"
Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871,18,77,61,0,1,143,,Major,53,50,79,0,0,8,3,Less Than Zero,"Calling Mr. Oswald with the swastika tattoo  
There is a vacancy waiting in the English voodoo  
Carving ""V"" for ""vandal"" on the guilty boy's head  
When he's had enough of that, maybe you'll take him to bed  
To teach him he's alive before he wishes he was dead  
  
[Chorus:]  
Turn up the TV, no one listening will suspect  
Even your mother won't detect it, so your father won't know  
They think that I've got no respect but  
Everything is less than zero  
Hey, oo hey-ey  
Hey, oo hey-ey  
  
Oswald and his sister are doing it again  
They've got the finest home movies that you have ever seen  
They've got a thousand variations, every service with a smile  
They're gonna take a little break and they'll be back after a while  
Well, I hear that South America is coming into style  
  
[Chorus:]  
  
A pistol was still smoking, a man lay on the floor  
Mr. Oswald said he had an understanding with the law  
He said he heard about a couple living in the USA  
He said they traded in their baby for a Chevrolet  
Let's talk about the future, now we've put the past away  
  
[Chorus:]  
Hey, oo hey-ey  
Hey, oo hey-ey...

"
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984,3,18,14,0,0,87,E,Minor,49,49,59,44,0,35,21,Best Friends,"I know you've been down just as far as a good man can go.  
And the hurtin's come easy but the healin's been slow.  
But you're on your way to recovery and you're not alone.  
'Cause Nancy sure loves you and she's gonna take care of ol' Jones.  
  
[Chorus]  
So cry on my shoulder and let's both get over the bad.  
Let's chalk it up to just one more bad memory we have.  
Friendship's the one thing that keeps love from driving us mad.  
So cry on my shoulder, we're the best friends that we ever had.  
  
I heard you left Haggard, I knew by the words in his song.  
And you're wondering if you're right sittin' at home all alone.  
But I know you still love him 'cause you're always there when he calls.  
And always remember that you're his favorite memory of all.  
  
[Chorus]  
So cry on my shoulder and let's both get over the bad.  
Let's chalk it up to just one more bad memory we have.  
Friendship's the one thing that keeps love from driving us mad.  
So cry on my shoulder, we're the best friends that we ever had...

"
Oh My God,Adele,1,2021,11,19,4431,0,466214729,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5,Oh My God,"Time on your side that will never end  
The most beautiful thing you can ever spend  
But you work in a shirt with your name tag on it  
Drifting apart like a plate tectonic  
  
It don't matter to me  
'Cause all I wanted to be  
Was a million miles from here  
Somewhere more familiar  
  
Too much time spent dragging the past up  
I didn't see you not looking when I messed up  
Settling down in your early twenties  
Sucked more blood than a backstreet dentist  
  
It don't matter to me  
'Cause all I wanted to be  
Is a million miles from here  
Somewhere more familiar  
  
And oh my God, I can't believe it  
I've never been this far away from home  
And oh my God, I can't believe it  
I've never been this far away from home  
  
And oh my God, I can't believe it  
I've never been this far away from home  
And oh my God, I can't believe it  
I've never been this far away from home  
  
Great rulers make for greater glory  
The only thing growing is our history  
Knock me down, I'll get right back up again  
I'll come back stronger than a powered up Pac-Man  
  
It don't matter to me  
'Cause all I wanted to be  
Was a million miles from here  
Somewhere more familiar  
  
And oh my God, I can't believe it  
I've never been this far away from home  
And oh my God, I can't believe it  
I've never been this far away from home  
  
And oh my God, I can't believe it  
I've never been this far away from home  
And oh my God, I can't believe it  
I've never been this far away from home  
  
And oh my God, I can't believe it  
I've never been this far away from home  
And oh my God, I can't believe it  
I've never been this far away from home  
  
And oh my God, I can't believe it  
I've never been this far away from home  
And oh my God, I can't believe it  
I've never been this far away from

"
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661,43,15,116,0,,80,,Major,70,57,49,19,0,12,8,Life Goes On,"Pardon me, if I use you in my dreams  
You throw those angel eyes at me  
Or could the beautiful woman be more than she seems  
But she is not in love with me  
All of my life I been looking for someone to carry my love away  
A chip on my shoulder, a misery, suddenly there you are  
Nobody knows, but she knows that I love her  
It's got to be growing  
I can't wait no longer  
  
Life goes on for the lonely man  
When love goes wrong only love knows why  
Life goes on for the lonely man  
We'll be the dreams , we'll be the seasons  
You and I, I  
  
Suddenly, all the world gets in the way  
You disappear into the crowd  
Maybe the beautiful woman never really came  
But I still call your name out loud  
I want to know you , but I never met you  
Reality can be cruel  
If a wandering soul meets another  
They shouldn't be separated  
Better in love with your head on my shoulder  
But I'll never be satisfied  
And if I can't see you  
  
Life goes on for the lonely man  
When love goes wrong, only love knows why  
Life goes on for the lonely man  
We'll be the dreams, we'll be the seasons  
You and I, I  
  
Living your life in someone else's heart  
A lover's dream that has no end  
There may be somebody you can base your world upon  
I'll never be the same again  
And there's a part of me here  
And there's a part of me with you  
But all of me loves you  
Nobody gave me the feeling you gave me  
I'm so proud of  
All of my days I will be here for you  
And the love keeps running  
And if I can't hold you  
  
Life goes on for the lonely man  
And there's a million words for the one goodbye  
Life goes on for the lonely man  
We'll be the dreams, we'll be the seasons  
You and I, I  
  
Life goes on for the lonely man  
And there's a million words for the one goodbye  
Life goes on for the lonely man  
We'll be the dreams, we'll be the seasons  
You and I, I

"
Dynamite,BTS,1,2020,8,21,8528,5,1692897992,239,163,583,0,,114,F#,Minor,75,74,77,1,0,9,10,Dynamite,"Oh, look out Bill!  
  
I got a stupid little job  
It's drivin' me insane  
With those keyhole people  
All they do is complain  
About the tattoo on my arm  
The ring in my ear  
But I don't even care, no no  
I just live through the week  
And when I see them boys  
You know their two-tone suits  
They're all unimportants  
If you need a set of hubcaps  
Or a car painted  
Girl, why don't you follow me  
  
It's dynamite on Friday night  
Under the big city lights  
It's all right, all right  
Yeah dynamite on Friday night  
Under the big city lights  
It's all right, all right  
  
Play some sweet guitar, yeah  
  
Well we meet on the corner  
And we talk all night  
About our wealth situation  
At a rock'n' Roll drive  
We go cruisin'  
So the conversation turns to wise girls  
And more pearls  
I got a beat up old Mustang  
And I painted it black  
There's five in the front seat  
And the rest in the back  
Cruise up and down Sunset  
And watch all the jailbait roll by  
  
Yeah it's dynamite on Friday night  
Under the big city lights  
It's all right, all right  
Yeah yeah, it's dynamite on Friday night  
Under the big city lights  
It's all right, it's all right  
All right, all right, all right  
All right  
  
Are you ready. Bring it down now  
Watch out. Well, well, well  
  
Listen, one of these days  
And it won't be long  
Gonna hear that radio  
Playin' my song  
I'll be the darling of masses  
No great pretender, not me, yeah yeah  
'Cause I can play this guitar  
Hangin' round my neck  
I'm in love with its power  
I believe in its strength  
I got a head full of ideas  
It's drivin' me insane  
But until then  
  
It's dynamite on Friday night  
Under the big city lights  
It's all right, all right  
Yeah dynamite on Friday night  
Under the big city lights  
All right, all right, one time  
It's dynamite, oh yes it's dynamite  
It's just dynamite on friday night  
It's dynamite, it's on friday night  
Oh friday night  
It's all right, all right, wired  
It's dynamite on friday night  
Under the big city lights  
It's all right, all right  
All together  

"
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,566954746,171,51,187,1,21,120,B,Minor,77,51,79,20,0,26,6,Don't Be Shy,"Don't be shy  
Just let your feelings roll on by  
Don't wear fear  
'Cause nobody will no you're there  
Just lift your head  
And let your feelings out instead  
And don't be shy  
Just let your feelings roll on by  
  
On by  
On by  
On by  
  
On by  
On by  
On by  
  
You know love  
Is better than a song  
Love is where  
All of us belong  
So don't be shy  
Just let your feelings roll on by  
And don't wear fear  
Or nobody will know you're there  
  
You're there, you're there  
You're there, you're there  
You're there, you're there  
You're there, you're there  
  
So don't be shy  
Just let your feelings roll on by  
And don't wear fear  
Or no one will know you're there  
You know love is better than a song  
Love is where  
All of us belong  
  
Belong  
Belong  
Belong  
Belong

"
